,Force / N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time / s,9.99g try 1,9.99g try 2,9.99g try 3,20.18 try 1,20.18 try 2,20.18 try 3,30.26 try 1,30.26 try 2,30.26 try 3,40.31 try 1,40.31 try 2,40.31 try 3,50.48 try 1,50.48 try 2,50.48 try 3,60.51 try 1,60.51 try 2,60.51 try 3,70.59 try 1,70.59 try 2,70.59 try 3,80.81 try 1,80.81 try 2,80.81 try 3,91.21 try 1,91.21 try 2,91.21 try 3,100.95 try 1,100.95 try 2,100.95 try 3
4.63,-0.3627445939,2.029727253,4.04304758,2.672722506,0.4648843011,2.583006292,-1.382434479,4.522248068,4.654965847,-5.152243694,0.8359730619,-3.870502951,-7.732250947,-2.128564584,2.629692975,4.534860749,0.801909567,-0.2777812887,0.1274709386,1.645877402,-1.22495747,5.882790481,-6.871102877,-10.11608635,3.544088517,-3.359301991,4.934438637,-7.26154395,-5.154956198,-6.241660615
4.64,-0.4944896286,1.784856841,3.5087896,2.485642594,0.4720231454,3.197440256,-1.41631513,4.576562161,4.809100477,-5.793496218,0.9935892778,-4.696723527,-7.880248099,-2.435237396,2.608703643,4.928229741,0.94110677,-0.3019249754,0.1353328058,1.817098856,-1.35683042,5.840109749,-6.744891023,-10.27767855,2.950759797,-2.82758987,4.443345757,-7.48586167,-5.420069294,-6.423067007
4.65,-0.6046928483,1.463706412,2.823273862,2.240867901,0.4683629456,3.734912935,-1.428235696,4.560370556,4.889860155,-6.365984337,1.139520183,-5.468113449,-7.953944269,-2.719428235,2.562767075,5.282421356,1.072822565,-0.3236717102,0.1422792094,1.975905729,-1.479422175,5.762369411,-6.578187941,-10.37758726,2.341666077,-2.280774938,3.928513451,-7.674180771,-5.658884508,-6.573317967
4.66,-0.688553389,1.08000108,2.016051747,1.944079944,0.4539874405,4.182487546,-1.418011347,4.4739227,4.896012689,-6.86291305,1.272049526,-6.17566733,-7.952644594,-2.978513467,2.492322565,5.594619917,1.196009868,-0.3428488479,0.1482631601,2.121213038,-1.591894164,5.650036161,-6.371994388,-10.41521284,1.720061557,-1.721777861,3.392692309,-7.825595647,-5.870243121,-6.691684695
4.67,-0.7424179723,0.6501393842,1.121921183,1.602167532,0.429225516,4.529391123,-1.385800612,4.31855039,4.827464205,-7.278384191,1.389618669,-6.811125019,-7.876361326,-3.210101231,2.398043779,5.862343577,1.309689389,-0.3593041431,0.1532441793,2.252028031,-1.69347704,5.503784364,-6.127548197,-10.39032947,1.089267278,-1.15358437,2.838745057,-7.939378163,-6.053119632,-6.777593048
4.68,-0.7639400558,0.1924924675,0.1794265663,1.223066866,0.3946436806,4.767273817,-1.332102922,4.096647267,4.685260585,-7.607466432,1.490844916,-7.367068034,-7.725813724,-3.412053524,2.280832314,6.083464042,1.412957423,-0.3729069591,0.1571885727,2.367456968,-1.78347594,5.324492004,-5.846316836,-10.30308651,0.4526533808,-0.5792293188,2.269631266,-8.014981152,-6.206626734,-6.830626322
4.69,-0.7521820571,-0.2733810633,-0.7708028142,0.8155773344,0.3510331046,4.890409873,-1.257750863,3.811631929,4.471571502,-7.846253817,1.574537775,-7.837006166,-7.502421264,-3.582505931,2.141809071,6.256223498,1.504993034,-0.3835493042,0.1600696583,2.466711227,-1.86127524,5.113235418,-5.529988607,-10.15400756,-0.1863789044,-0.001780470128,1.688391535,-8.052041049,-6.33001962,-6.850527276
4.7,-0.7076561987,-0.7275710174,-1.687804239,0.3891572624,0.29939152,4.895835448,-1.16389727,3.467895272,4.189657323,-7.991912121,1.639712958,-8.215453246,-7.208290261,-3.719884847,1.98230354,6.379248579,1.585064577,-0.3911466902,0.1618679469,2.549112696,-1.926342766,4.87128283,-5.180462505,-9.943987341,-0.8244154245,0.5756778884,1.098131248,-8.050379636,-6.422699593,-6.83719938
4.71,-0.6323021932,-1.150666529,-2.532047388,-0.04629562199,0.2409003937,4.78341995,-1.051997352,3.070732841,3.843819358,-8.042712491,1.68560396,-8.497991195,-6.846194006,-3.822921998,1.803841086,6.451561286,1.652535514,-0.3956388019,0.1625712739,2.6140984,-1.978233432,4.600086741,-4.799836821,-9.674286332,-1.458047347,1.150061418,0.5020039849,-8.010004904,-6.484216975,-6.790707281
4.72,-0.5294027425,-1.524585625,-3.267138421,-0.4806739288,0.1768978979,4.555869183,-0.9237861266,2.62626325,3.439334239,-7.998051963,1.711671069,-8.681321597,-6.419546619,-3.890666149,1.608128359,6.472586763,1.706869482,-0.3969899772,0.1621748817,2.661224351,-2.01659229,4.301275207,-4.390396543,-9.346523198,-2.083889372,1.718302205,-0.09680533107,-7.931111009,-6.514273288,-6.711276493
4.73,-0.403440531,-1.833348002,-3.861388855,-0.9038952103,0.1088482951,4.218660214,-0.7812515189,2.141333917,2.982373405,-7.858460625,1.717607719,-8.763304212,-5.932370855,-3.922491892,1.397036974,6.442157868,1.747634547,-0.395189489,0.1606814516,2.69016858,-2.04115695,3.976642067,-3.954599642,-8.962665072,-2.698597819,2.277365142,-0.695097446,-7.814077343,-6.5127227,-6.599292297
4.74,-0.2599029431,-2.06375798,-4.289181597,-1.306135987,0.03830843822,3.779909548,-0.6266035404,1.623415577,2.479908946,-7.625595321,1.70334409,-8.742981954,-5.38926018,-3.918105411,1.172585616,6.360516495,1.774506644,-0.3902516314,0.1581010859,2.700733338,-2.051759381,3.628136173,-3.495062314,-8.525015756,-3.29888849,2.824264147,-1.28967587,-7.659466707,-6.479572733,-6.45529788
4.75,-0.1050430123,-2.205968453,-4.532075254,-1.678059761,-0.03310784707,3.250177761,-0.462240021,1.080487187,1.939607223,-7.302219984,1.669047933,-8.62059207,-4.795335454,-3.877547205,0.9369207298,6.228311662,1.787272151,-0.3822156054,0.1544512398,2.692846445,-2.04832706,3.257849692,-3.014543272,-8.036201886,-3.881554216,3.356078104,-1.877363953,-7.468022606,-6.414984231,-6.279991694
4.76,0.05439298441,-2.253901723,-4.579599107,-2.011033732,-0.1037666841,2.642215316,-0.290709431,0.5209130053,1.369711903,-6.892172835,1.615122593,-8.397563369,-4.156196653,-3.801191702,0.6922959975,6.04659434,1.785829588,-0.3711452082,0.1497566027,2.666561785,-2.030883465,2.868005542,-2.51592719,-7.499157176,-4.443481995,3.869966474,-2.455021859,-7.24066567,-6.319270573,-6.074224071
4.77,0.2114594196,-2.205509252,-4.429704486,-2.297329169,-0.1720515253,1.970655658,-0.1146713667,-0.04668626913,0.778918174,-6.400320822,1.542202273,-8.07649954,-3.477870063,-3.689743813,0.4410507845,5.816809108,1.770190422,-0.3571283267,0.1440489316,2.622058938,-1.999547916,2.460944054,-2.002207383,-6.917104805,-4.981669619,4.363184459,-3.01956334,-6.978489233,-6.192896156,-5.838993098
4.78,0.3593138927,-2.062859204,-4.088853085,-2.530300807,-0.2364001358,1.251662997,0.06314468681,-0.6135663032,0.1762400847,-5.832501856,1.451144565,-7.661148757,-2.766751465,-3.544232419,0.1855877684,5.540782662,1.740478978,-0.3402762394,0.1373668363,2.55964195,-1.954534759,2.039108918,-1.476467835,-6.293538073,-5.493241719,4.833097668,-3.567972225,-6.68275407,-6.036474142,-5.575439776
4.79,0.4915153105,-1.832048061,-3.571738409,-2.704541093,-0.2953403346,0.5025432399,0.2399816766,-1.170993845,-0.4291269914,-5.195455517,1.343020373,-7.156359924,-2.029545826,-3.366000872,-0.07165003801,5.220709298,1.69693145,-0.3207227334,0.129755518,2.479737261,-1.8961519,1.605032513,-0.9418646905,-5.632199439,-5.975465121,5.277196186,-4.097318535,-6.354882337,-5.850763482,-5.284842484
4.8,0.6023044857,-1.522940076,-2.900652363,-2.816005696,-0.3475236756,-0.2586725602,0.4130977302,-1.710381265,-1.027946653,-4.496743062,1.219101314,-6.568026063,-1.273204083,-3.156694596,-0.3282026495,4.859133465,1.639894023,-0.2986230419,0.1212664639,2.382890786,-1.824798698,1.161320705,-0.4016073019,-4.937058055,-6.425763456,5.693107982,-4.604774135,-5.996450728,-5.636665235,-4.96861078
4.81,0.6868550278,-1.148745697,-2.104524289,-2.862107389,-0.3917562974,-1.013662201,0.5798086687,-2.223418857,-1.611082398,-3.744657678,1.080844763,-5.903015523,-0.5048576021,-2.918245895,-0.5816166335,4.458929543,1.56982012,-0.2741526122,0.1119570984,2.269764188,-1.740963234,0.7106372059,0.1410610334,-4.212285951,-6.841730917,6.078611572,-5.087627846,-5.609182901,-5.395218194,-4.628278563
4.82,0.7414835996,-0.7254569951,-1.217673868,-2.841776096,-0.4270262369,-1.744253342,0.7375296247,-2.702202856,-2.169637018,-2.948126047,0.9298767147,-5.169091793,0.2682490609,-2.652856114,-0.8294685721,4.023278984,1.4872668,-0.2475057125,0.101890395,2.14113036,-1.645218972,0.2556875776,0.6828825449,-3.462232986,-7.221145119,6.431647895,-5.54329993,-5.194941178,-5.127593846,-4.265496631
4.83,0.7638103763,-0.2711641979,-0.2783316662,-2.75548373,-0.4525265809,-2.432860906,0.8838151215,-3.139357202,-2.695088356,-2.116602396,0.7679726601,-4.37482287,1.038826468,-2.362975315,-1.069388238,3.55564503,1.392890327,-0.21889389,0.09113445033,1.997868138,-1.538220836,-0.2007970057,1.220604546,-2.691400752,-7.56197897,6.750331301,-5.969355872,-4.755717601,-4.83509069,-3.88202468
4.84,0.7528627202,0.1947174332,0.6730089251,-2.605233242,-0.4676739274,-3.062910346,1.01639699,-3.528147173,-3.179419326,-1.259956281,0.5970367051,-3.529481237,1.799609027,-2.051279662,-1.299081261,3.059745177,1.287440955,-0.188544291,0.07976202339,1.840956304,-1.420700731,-0.6560761556,1.750998959,-1.904415549,-7.862411498,7.03295963,-6.363519385,-4.293624342,-4.519127936,-3.47972276
4.85,0.7091175521,0.6522773611,1.595337284,-2.394512128,-0.4721217321,-3.61923659,1.133219538,-3.86258314,-3.615240239,-0.3883554399,0.419079177,-2.642935611,2.543423501,-1.720646712,-1.516351068,2.539521622,1.171756963,-0.1566978578,0.06785004336,1.671466892,-1.293462535,-1.10741672,2.270881698,-1.106000622,-8.120837585,7.278023296,-6.723684576,-3.810883554,-4.181238618,-3.060542257
4.86,0.6344805748,1.081960696,2.448893454,-2.128211481,-0.4657682373,-4.088449055,1.23247142,-4.137512842,-3.995901548,0.4878548856,0.2361929821,-1.725535733,3.263256641,-1.374128849,-1.719119891,1.999109926,1.046757991,-0.1236074161,0.05547908925,1.490557869,-1.157376603,-1.552109191,2.777131779,-0.3009478162,-8.33587654,7.48421336,-7.047927194,-3.309816679,-3.823062157,-2.62651643
4.87,0.532203254,1.46540392,3.196882129,-1.812512462,-0.4487587996,-4.459253961,1.31261373,-4.348700763,-4.315595305,1.358274744,0.05052899109,-0.7879915462,3.952321312,-1.014925107,-1.905448636,1.442806138,0.9134377272,-0.08953566766,0.04273284484,1.299465222,-1.01337381,-1.987483972,3.266710059,0.5059111871,-8.506379477,7.650428512,-7.334514909,-2.792833289,-3.446336405,-2.179750544
4.88,0.4067411716,1.786219692,3.80705883,-1.454742829,-0.4214825643,-4.722726161,1.372403852,-4.492893378,-4.569443775,2.212572911,-0.1357292566,0.1587518394,4.604120486,-0.6463516333,-2.073555428,0.8750326405,0.7728560138,-0.05475310455,0.02969753255,1.099494513,-0.8624391848,-2.4109274,3.736677481,1.309733865,-8.631435451,7.775780959,-7.581916572,-2.262419495,-3.052889215,-1.722411661
4.89,0.2635599246,2.030697204,4.253119911,-1.06320685,-0.3845635629,-4.872523969,1.410914737,-4.567869281,-4.75357386,3.040609515,-0.3203912324,1.103641919,5.212508504,-0.2718110783,-2.221832646,0.3003029974,0.6261304163,-0.01953586207,0.01646133022,0.8920119591,-0.7056051737,-2.819897442,4.184212715,2.105695919,-8.710376327,7.859601164,-7.788810393,-1.721125995,-2.644629573,-1.256718128
4.9,0.1088970229,2.18838814,4.515836463,-0.6469925481,-0.3388464361,-4.905041804,1.427549269,-4.572473409,-4.865176191,3.832556392,-0.5012851812,2.035647823,5.771749022,0.1052388212,-2.348862306,-0.2768139296,0.4744273425,0.01583647365,0.003113774634,0.6784351004,-0.5439445762,-3.211938951,4.606629097,2.889020226,-8.742780347,7.901441424,-7.954091,-1.171555804,-2.223538331,-0.7849288164
4.91,-0.05050983982,2.252553209,4.583883237,-0.2157607643,-0.2853771097,-4.819496974,1.42204953,-4.506634829,-4.902547995,4.579013731,-0.6762836625,2.943889096,6.276569093,0.4813171619,-2.453429612,-0.851730301,0.3189527685,0.05108308521,-0.0102548442,0.4602231127,-0.3785632074,-3.584698406,5.001390759,3.655005512,-8.728474387,7.901078261,-8.076875352,-0.61635174,-1.791658601,-0.3093321652
4.92,-0.2077163053,2.220450168,4.454326855,0.2204790888,-0.2253788663,-4.617948511,1.394500792,-4.37136784,-4.865119068,5.27112165,-0.8433285707,3.817762716,6.722208889,0.8529520098,-2.534534578,-1.419875771,0.1609426526,0.0859241533,-0.02355409376,0.2388668397,-0.2105923336,-3.93593804,5.366127851,4.399054566,-8.667534879,7.858513615,-8.156507449,-0.05818371389,-1.351085841,0.1677649183
4.93,-0.3558738727,2.093451016,4.132752266,0.6516013545,-0.1602243581,-4.305247619,1.345330202,-4.16875634,-4.753460485,5.900665354,-1.00045534,4.647066877,7.104466578,1.216712453,-2.591401593,-1.976733818,0.001653109613,0.1200830782,-0.03669401081,0.01587860713,-0.04118093457,-4.263549276,5.698650766,5.116701831,-8.560287404,7.773974833,-8.192561841,0.5002641108,-0.9039576852,0.6440482491
4.94,-0.488528245,1.876983356,3.633021986,1.067599162,-0.09140420365,-3.888920901,1.275300153,-3.901921727,-4.569275878,6.460172635,-1.145816048,5.422120088,7.419737945,1.569240276,-2.623486831,-2.517877654,-0.1576495749,0.1532886757,-0.04958570989,-0.2072181095,0.1285121565,-4.565565384,5.996963288,5.803640208,-8.407304953,7.647913457,-8.1848459,1.056306225,-0.4524435759,1.117207589
4.95,-0.5999005023,1.580298439,2.976678508,1.458816697,-0.02049288471,-3.378989196,1.185496468,-3.574974806,-4.315375448,6.943002568,-1.277701151,6.133874194,7.665050369,1.907280962,-2.630483461,-3.03900541,-0.3156990109,0.1852773298,-0.06214198464,-0.4288990935,0.2973261794,-4.840173288,6.259274573,6.455746901,-8.209404864,7.481002808,-8.133400852,1.607268687,0.001265765064,1.584947854
4.96,-0.6851388531,1.216075787,2.192015649,1.816173326,0.05088727473,-2.787726386,1.077311559,-3.192952463,-3.995633086,7.343424327,-1.394559587,6.774020012,7.83809086,2.227713739,-2.612324571,-3.535974336,-0.4712387711,0.2157950859,-0.07427789769,-0.6476498007,0.4641063872,-5.085724449,6.484009904,7.069108163,-7.967644455,7.274134396,-8.03850155,2.150501986,0.4549689646,2.045000244
4.97,-0.7405299965,0.7998813015,1.312858844,2.131374367,0.1211032245,-2.129363962,0.952422844,-2.761740065,-3.614927268,7.656685209,-1.495017017,7.335084329,7.937227858,2.527580388,-2.569183817,-4.004833736,-0.6230323789,0.2445996665,-0.0859113552,-0.8619757068,0.6277119447,-5.300744763,6.66982014,7.640042787,-7.683315378,7.028413153,-7.900655013,2.683393776,0.9064646795,2.495133251
4.98,-0.7636608873,0.3495020253,0.377107001,2.397103622,0.1885485494,-1.419748481,0.8127667322,-2.287980795,-3.179066621,7.879067045,-1.577891993,7.810517147,7.961526626,2.804112559,-2.501473758,-4.441856373,-0.7698731384,0.2714623951,-0.09696366225,-1.070412518,0.7870237328,-5.483943411,6.815589815,8.165124197,-7.357936716,6.745151532,-7.720597711,3.203381443,1.353562277,2.93316348
4.99,-0.7535238577,-0.1158140344,-0.5749012628,2.607193192,0.2516802212,-0.6759601436,0.6605086035,-1.778973302,-2.694701297,8.007930332,-1.642209845,8.194768153,7.910758055,3.054757322,-2.40984191,-4.8435681,-0.9105937266,0.2961700111,-0.1073600551,-1.271536176,0.9409520029,-5.634220607,6.920443839,8.641201013,-6.993246866,6.425862499,-7.499291637,3.70796443,1.794092463,3.356966242
5,-0.7105605144,-0.5761805114,-1.502126543,2.756766644,0.3090539004,0.08409832163,0.4980092331,-1.242559265,-2.169221512,8.04174556,-1.687214151,8.48335151,7.785400832,3.277200738,-2.295164555,-5.206775474,-1.044075473,0.3185263632,-0.1170302069,-1.463972585,1.088443832,-5.750674199,6.983752748,9.065415968,-6.591194255,6.072251451,-7.237919159,4.194716256,2.22591781,3.764485859
5.01,-0.6366425012,-1.011922572,-2.364597786,2.842352196,0.3593569799,0.8421325692,0.3277881875,-0.6870025827,-1.610644784,7.980111368,-1.712375627,8.672898228,7.586636918,3.469389224,-2.158538362,-5.528591148,-1.169257254,0.3383539667,-0.1259087037,-1.646407003,1.228490324,-5.83260509,7.005136483,9.435223052,-6.153926924,5.686207106,-6.93787671,4.66129619,2.646943124,4.153745635
5.02,-0.5349899627,-1.404417763,-3.125135372,2.861963303,0.4014386154,1.579896976,0.1524847583,-0.1208620612,-1.027493609,7.823759307,-1.717398358,8.761195495,7.316340411,3.629548505,-2.001269898,-5.806456821,-1.285143926,0.3554954121,-0.1339354865,-1.817593022,1.360133512,-5.879521427,6.984466671,9.748402796,-5.683781059,5.269791416,-6.600767325,5.105460504,3.055125614,4.522857445
5.03,-0.4100312633,-1.736891889,-3.75095386,2.815144768,0.4343360545,2.279633807,-0.02518295994,0.4471404396,-0.4286654281,7.574545158,-1.702223272,8.747212506,6.977059874,3.7562,-1.824863134,-6.038163577,-1.390814238,0.3698146153,-0.1410562579,-1.976361083,1.482472911,-5.89114156,6.9218674,10.00307559,-5.183268504,4.825228552,-6.228392075,5.525073265,3.448484799,4.870030893
5.04,-0.2672100706,-1.995135893,-4.215075316,2.702983305,0.4572966627,2.924500638,-0.2024602143,1.008254375,0.1767031242,7.235426903,-1.667028839,8.631112503,6.571994301,3.84817447,-1.631005061,-6.221869443,-1.485428155,0.3811978976,-0.1472228491,-2.12162647,1.594671676,-5.86739573,6.817714467,10.19771296,-4.655063344,4.354893029,-5.822740446,5.918116604,3.825112123,5.193581994
5.05,-0.1127482093,-2.168113116,-4.497492278,2.52808232,0.4697951423,3.498975746,-0.3765983059,1.553835324,0.7793756249,6.81042962,-1.61222897,8.414250865,6.104962959,3.904622811,-1.42154956,-6.356114034,-1.568233536,0.3895548882,-0.152393546,-2.252396715,1.695962328,-5.808426491,6.672633128,10.33114677,-4.101987615,3.861297017,-5.385979711,6.282700424,4.18318021,5.491941347
5.06,0.04662538525,-2.248430973,-4.586030248,2.294501474,0.4715455506,3.989231713,-0.5448972089,2.075478164,1.370156786,6.304597702,-1.538468151,8.099159285,5.580369375,3.925023897,-1.198499669,-6.439830161,-1.638572112,0.3948192418,-0.1565333712,-2.367778386,1.785652004,-5.714587848,6.487494343,10.40257617,-3.526996231,3.347076925,-4.920443346,6.617071483,4.520951734,5.763661744
5.07,0.2039678038,-2.232656893,-4.476872508,2.007662465,0.4625078414,4.383468248,-0.7047474347,2.565146558,1.94003275,5.723934992,-1.446613861,7.689516217,5.003159818,3.909189384,-0.9639884315,-6.472352317,-1.695884722,0.3969491653,-0.1596143208,-2.466983183,1.863127195,-5.586443138,6.263409543,10.41157247,-2.933161194,2.814979323,-4.428618569,6.919621831,4.836787844,6.00742519
5.08,0.352424623,-2.121465019,-4.174724657,1.674223173,0.4428887812,4.672196212,-0.8536704919,3.015296765,2.480308624,5.075333515,-1.337746371,7.190103929,4.378776658,3.857265457,-0.7202584977,-6.453421963,-1.739715753,0.3959277494,-0.1616155535,-2.549333332,1.927857944,-5.424761644,6.001723966,10.35808167,-2.32365518,2.267846267,-3.913133049,7.18889654,5.129156121,6.222049297
5.09,0.4855285094,-1.919607394,-3.692611759,1.301923129,0.4131372191,4.848466024,-0.989357316,3.418993849,2.982741137,4.366491679,-1.213146039,6.606752679,3.713107057,3.769731475,-0.4696406756,-6.383189588,-1.769716767,0.391763103,-0.162523532,-2.614266209,1.979401469,-5.230513981,5.704008573,10.24242482,-1.701734593,1.708600119,-3.376740865,7.423600698,5.396638011,6.406493021
5.1,0.5974809604,-1.635710874,-3.051316853,0.8994038682,0.3739338173,4.908034929,-1.109704071,3.770018525,3.439664414,3.605822899,-1.074278254,5.946272645,3.012427453,3.647395545,-0.214531643,-6.26221351,-1.785649269,0.3844882889,-0.1623321141,-2.661338186,2.017405196,-5.004866265,5.372050623,10.06529605,-1.070722163,1.140227944,-2.822307795,7.622605643,5.637935706,6.559861706
5.11,0.6834049092,-1.281908439,-2.278485037,0.4760083524,0.3261754797,4.849469124,-1.212844771,4.062962971,3.844106938,2.802355737,-0.9227761991,5.216374427,2.283344388,3.491387066,0.0426289724,-6.091455438,-1.787386602,0.374161061,-0.1610425948,-2.690227663,2.041609164,-4.749173113,5.00784294,9.827758435,-0.4339891947,0.5657655485,-2.252796006,7.784954382,5.851878441,6.68141143
5.12,0.7395571877,-0.8733206597,-1.407431733,0.04156410484,0.2709548313,4.674178269,-1.297180211,4.293314137,4.18989792,1.965626737,-0.7604216443,4.425579029,1.532732214,3.303146301,0.2993819236,-5.872272828,-1.774914954,0.3608634062,-0.158663697,-2.700737265,2.051847811,-4.464969515,4.613571952,9.5312376,0.2050624443,-0.01171873167,-1.671248221,7.9098662,6.03742818,6.770552609
5.13,0.7634915928,-0.4274094871,-0.4757065192,-0.393844896,0.2095352218,4.386381553,-1.361402761,4.457523274,4.471761445,1.105567239,-0.5891239945,3.583118381,0.7676682717,3.084411076,0.5532718622,-5.606408092,-1.748333471,0.3447008931,-0.1552115129,-2.69279519,2.0480511,-4.153961613,4.191604565,9.177513173,0.8430184979,-0.5891404194,-1.080771473,7.99674041,6.193684644,6.82685286
5.14,0.7541654525,0.03676802579,0.4765255673,-0.8201122788,0.1433218217,3.993006144,-1.404516647,4.553060605,4.685396977,0.2323854965,-0.4108978306,2.698827567,-0.00463383146,2.837200743,0.8018708186,-5.295974742,-1.707853463,0.3258018345,-0.1507093949,-2.666455699,2.030245003,-3.818016465,3.744473951,8.768708103,1.476470564,-1.163415372,-0.4845204959,8.045159246,6.319889685,6.850039094
5.15,0.7119850483,0.4993741714,1.408215474,-1.22734386,0.07382947504,3.503520454,-1.425853383,4.5784543,4.827544964,-0.6435544856,-0.2278392184,1.783030006,-0.7768922433,2.563797534,1.042801422,-4.943440595,-1.653796731,0.3043162679,-0.1451877977,-2.621898744,1.998551319,-3.459150832,3.274864346,8.307275912,2.102034302,-1.731476255,0.1143191248,8.054889866,6.415430964,6.839998846
5.16,0.6387879161,0.9406383983,2.279199684,-1.606087301,0.002648042246,2.929706233,-1.425082142,4.533313147,4.896036583,-1.511855964,-0.04210105608,0.8464169335,-1.541825523,2.266725491,1.273759634,-4.551608151,-1.586593002,0.2804147652,-0.1386840724,-2.559428744,1.953186845,-3.07951907,2.785594929,7.795985976,2.716367519,-2.290288923,0.7125479737,8.025885477,6.479844919,6.796780816
5.17,0.5377627965,1.341702251,3.0519316,-1.947551505,-0.06859397301,2.285374993,-1.402214882,4.418332583,4.88982682,-2.362212859,0.1441322443,-0.100077409,-2.292221298,1.948727168,1.492536782,-4.123592314,-1.506776518,0.2542870779,-0.1312422137,-2.479472498,1.894461888,-2.681400204,2.279602905,7.237906903,3.316188023,-2.836868629,1.306969898,7.958285558,6.512819017,6.720594636
5.18,0.4133107209,1.685425333,3.693100104,-2.243810676,-0.138266681,1.586035565,-1.357606162,4.235283979,4.809010421,-3.184532079,0.3286704478,-1.045403424,-3.021004263,1.612738306,1.697040685,-3.662795634,-1.414981788,0.2261406312,-0.1229125623,-2.382576276,1.822778149,-2.267184236,1.759925868,6.636388113,3.898291155,-3.368295965,1.894409086,7.852415189,6.514193271,6.611809851
5.19,0.2708532866,1.957117835,4.175065549,-2.487988277,-0.2047760951,0.8485208063,-1.291947643,3.986987347,4.654820445,-3.969053319,0.5093432549,-1.978525154,-3.721302899,1.261860735,1.885315656,-3.172881251,-1.311938541,0.1961988768,-0.1137514644,-2.26940208,1.738625969,-1.839357808,1.229683566,5.995039738,4.459566921,-3.881732454,2.47172703,7.708783488,6.483961011,6.470954128
5.2,0.1165964715,2.145168347,4.477051252,-2.67441665,-0.2666005989,0.09058244456,-1.206257368,3.677267903,4.429609447,-4.706464907,0.6840258259,-2.888549117,-4.386514257,0.8993337377,2.055561205,-2.657743782,-1.198465928,0.1646995193,-0.1038208906,-2.140723127,1.642580978,-1.400489265,0.6920591736,5.317710958,4.997016594,-4.374435714,3.035839298,7.528081162,6.422268923,6.298710694
5.21,-0.04273972144,2.241540091,4.586039138,-2.798768566,-0.3223257585,-0.6695362054,-1.101863969,3.310897127,4.136813589,-5.388014326,0.8506637704,-3.764851478,-5.010366216,0.5285041423,2.206149262,-2.121478354,-1.075466009,0.1318926289,-0.09318801663,-1.997418563,1.535300159,-0.9532132429,0.1502801804,4.608466893,5.507768749,-4.843774102,3.583732013,7.311177188,6.329416335,6.095915026
5.22,-0.2002140124,2.242114396,4.497330932,-2.858157667,-0.3706766821,-1.41353935,-0.980386077,2.893519262,3.780900211,-6.005612102,1.007297309,-4.597202079,-5.586976626,0.1527954267,2.335639741,-1.568348056,-0.9439165831,0.09803865625,-0.08192476894,-1.840467458,1.417517349,-0.5002148488,-0.3924009815,3.871564211,5.989094593,-5.287240775,4.112477953,7.059114631,6.205853761,5.863550795
5.23,-0.3489662333,2.146866718,4.214750688,-2.851205459,-0.4105471872,-2.123519089,-0.8437072158,2.431564358,3.367299668,-6.551927818,1.15208432,-5.375883862,-6.110908764,-0.2243238876,2.442794315,-1.002750043,-0.8048634125,0.06340636459,-0.07010733819,-1.670942115,1.290038224,-0.04421354284,-0.9327264643,3.111425578,6.438422552,-5.702467074,4.61925219,6.77310563,6.052180721,5.602745096
5.24,-0.4825161816,1.959867689,3.750479945,-2.778073311,-0.4410251081,-2.782386455,-0.6939466029,1.932149209,2.902322479,-7.02047712,1.283322006,-6.091806314,-6.577222598,-0.5993722565,2.526588256,-0.4291805841,-0.6594119123,0.02827069619,-0.05781566382,-1.490000746,1.153734785,0.4120531879,-1.467452562,2.332613114,6.853352003,-6.087235179,5.101347188,6.454525569,5.869142828,5.314762981
5.25,-0.5950459228,1.689109147,3.124532599,-2.64045871,-0.4614131645,-3.374282738,-0.5334262893,1.402967715,2.393063043,-7.405698684,1.39946692,-6.736611588,-6.981521368,-0.9688872548,2.586220236,0.147800682,-0.5087183617,-0.007089410409,-0.04513289329,-1.29887956,1.009539397,0.8658462626,-1.993369184,1.539801015,7.231666108,-6.439489956,5.55618726,6.10490646,5.657628171,5.001001324
5.26,-0.6816532412,1.34616259,2.36389214,-2.441555857,-0.4712449142,-3.884961198,-0.364635156,0.8521723509,1.847291398,-7.703020223,1.499153115,-7.302772075,-7.319993035,-1.329457541,2.62111999,0.7236069942,-0.3539807116,-0.0423932349,-0.03214481966,-1.098884313,0.8584384061,1.314441451,-2.507319123,0.7377474984,7.57134365,-6.75734993,5.981342336,5.725929581,5.418663009,4.66298204
5.27,-0.7385651984,0.9456846388,1.501348443,-2.185981529,-0.4702954243,-4.302129981,-0.1901903237,0.2882485725,1.273334665,-7.908912754,1.581208212,-7.783678284,-7.589446232,-1.677754351,2.630953769,1.293660932,-0.1964290621,-0.07736050377,-0.01893930125,-0.8913813906,0.7014653957,1.755145725,-3.006217013,-0.06873375419,7.870569837,-7.039117337,6.374540944,5.319417387,5.153406788,4.302344712
5.28,-0.763302497,0.5047906506,0.5740842514,-1.879667916,-0.4585864176,-4.615747978,-0.01279657449,-0.2801159118,0.6799500021,-8.020932489,1.644667185,-8.173716005,-7.787340347,-2.010562227,2.615627531,1.853430803,-0.03731588319,-0.1117136154,-0.00560566724,-0.677788471,0.5396941164,2.185313432,-3.487067848,-0.8748024877,8.127745996,-7.283287194,6.733682345,4.887324746,4.863146516,3.920838631
