,Force / N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time / s,9.99g try 1,9.99g try 2,9.99g try 3,20.18 try 1,20.18 try 2,20.18 try 3,30.26 try 1,30.26 try 2,30.26 try 3,40.31 try 1,40.31 try 2,40.31 try 3,50.48 try 1,50.48 try 2,50.48 try 3,60.51 try 1,60.51 try 2,60.51 try 3,70.59 try 1,70.59 try 2,70.59 try 3,80.81 try 1,80.81 try 2,80.81 try 3,91.21 try 1,91.21 try 2,91.21 try 3,100.95 try 1,100.95 try 2,100.95 try 3
5.29,-0.754787488,0.04232325774,-0.377927704,-1.529724929,-0.4363857751,-4.818266511,0.1647955867,-0.8441649805,0.07619098736,-8.03774984,1.68878371,-8.468331844,-7.911809486,-2.324808707,2.575287843,2.398466669,0.1220939415,-0.1451798439,0.007765886506,-0.4595648402,0.3742311404,2.602362167,-3.946984963,-1.675620923,8.341498113,-7.488555331,7.056847758,4.431729541,4.54929052,3.520314311
5.3,-0.7133911168,-0.4219529181,-1.31364786,-1.14427517,-0.4042014077,-4.904811029,0.3398325785,-1.395208995,-0.528730513,-7.959165198,1.713038948,-8.664086388,-7.961680057,-2.617592686,2.510320476,2.924435723,0.2805331701,-0.1774935043,0.02108490763,-0.2382014215,0.2062082923,3.003788287,-4.383207362,-2.46638279,8.510684178,-7.653825366,7.342310608,3.954822674,4.213361613,3.102714517
5.31,-0.6409167641,-0.8681959529,-2.192738964,-0.7322653954,-0.3627696361,-4.873298437,0.5096004374,-1.924758669,-1.125584896,-7.786111301,1.717147638,-8.758694351,-7.936481844,-2.886211197,2.421346718,3.427156729,0.4367422766,-0.2083980616,0.03426129913,-0.01521058947,0.03677490738,3.387181932,-4.793116296,-3.242342178,8.634400282,-7.778214552,7.588545757,3.458897535,3.856989704,2.67006484
5.32,-0.5405216833,-1.277334611,-2.977304942,-0.303258852,-0.3130383451,-4.724487229,0.6714668984,-2.424655855,-1.705265645,-7.52064217,1.70106146,-8.751051258,-7.836452434,-3.12818437,2.309217432,3.902633264,0.5894794637,-0.2376481677,0.04720592884,0.2078841627,-0.1329100308,3.750241496,-5.174250982,-3.998842014,8.711985446,-7.861058498,7.794237645,2.946338969,3.481903889,2.22446387
5.33,-0.4165794592,-1.631883398,-3.633524534,0.1327866975,-0.2561452975,-4.461959243,0.8229222084,-2.887199228,-2.258928266,-7.16590872,1.6649696,-8.641246337,-7.66253498,-3.341278322,2.17500492,4.347085488,0.7375305341,-0.265011609,0.05983123233,0.4295586317,-0.3016858179,4.090787443,-5.524323375,-4.731342015,8.743025158,-7.901914715,7.958287324,2.419611808,3.089924066,1.768073019
5.34,-0.2744894779,-1.916689845,-4.133109264,0.5657501066,-0.1933921042,-4.092033434,0.9616180401,-3.305262926,-2.778125242,-6.72612137,1.609296521,-8.430561475,-7.416369309,-3.523525783,2.019992665,4.756980189,0.8797185434,-0.2902711499,0.07205180528,0.6482983179,-0.4683979683,4.406775395,-5.841231905,-5.435445941,8.727353582,-7.900564981,8.079818327,1.881249022,2.682952098,1.303106035
5.35,-0.1204417097,-2.119582086,-4.454522914,0.9855817689,-0.1262144461,-3.623613791,1.085403903,-3.672406335,-3.254934913,-6.20650006,1.53469698,-8.121456258,-7.100276458,-3.673244254,1.845663063,5.129058876,1.014913156,-0.3132262574,0.08378498119,0.8626087723,-0.6319061127,4.696308396,-6.123074093,-6.106927972,8.665054446,-7.857016506,8.158181352,1.333839532,2.262962592,0.831818265
5.36,0.03885294918,-2.231889048,-4.583909905,1.382536882,-0.05614922749,-3.067975013,1.192360486,-3.982973309,-3.682082346,-5.613212303,1.44204832,-7.717539252,-6.717236792,-3.789051542,1.653683241,5.460363678,1.142039631,-0.3336946932,0.09495139056,1.071025807,-0.7910917979,4.957648311,-6.368157971,-6.741758077,8.556460596,-7.771501891,8.192957729,0.7800157667,1.831993314,0.3564957159
5.37,0.1964550285,-2.248811031,-4.51569259,1.747401636,0.01520058487,-2.438491133,1.280829419,-4.23217931,-4.05305033,-4.953299974,1.332440153,-7.223525879,-6.2708619,-3.869878521,1.445889117,5.748260859,1.260087366,-0.3515139605,0.1054754978,1.272125497,-0.9448661383,5.189226252,-6.57501224,-7.336126201,8.402152215,-7.644477889,8.183961659,0.222440998,1.392135303,-0.1205560348
5.38,0.345498793,-2.169624834,-4.2528117,2.071707077,0.08620263506,-1.750313612,1.349438984,-4.416185114,-4.362178813,-4.234595731,1.20716155,-6.645183368,-5.765360545,-3.914979002,1.224267842,5.990461756,1.368117931,-0.3665425939,0.1152861122,1.464533913,-1.092177263,5.389651999,-6.742395104,-7.886465125,8.202953725,-7.476622967,8.131241205,-0.3362034631,0.9455227277,-0.597023022
5.39,0.4794913397,-1.997714665,-3.806599566,2.347925682,0.1552325234,-1.020006645,1.397125384,-4.53215596,-4.604751261,-3.465630048,1.067685875,-5.989263425,-5.205498978,-3.923936618,0.9909387983,6.185040973,1.465272526,-0.3786612826,0.1243168696,1.646936503,-1.232017514,5.557722349,-6.869301723,-8.389471883,7.959929382,-7.268833674,8.035078036,-0.8932311617,0.494322527,-1.070594117
5.4,0.5925954527,-1.740427505,-3.196291611,2.569646082,0.2207109696,-0.2651484697,1.423149236,-4.578305223,-4.777066619,-2.655529966,0.9156534611,-5.263423413,-4.596556002,-3.896668675,0.7481333293,6.330451686,1.550778815,-0.3877738175,0.1325066809,1.818087076,-1.363430333,5.692428333,-6.954970245,-8.842127581,7.67437759,-7.022219863,7.895985922,-1.445963418,0.04072390027,-1.538972238
5.41,0.6798838944,-1.40875912,-2.448197138,2.731721877,0.2811399442,0.4960917379,1.427107039,-4.553921935,-4.876495783,-1.813910757,0.7528523161,-4.47613696,-3.944273194,-3.833426907,0.4981734029,6.425537941,1.623957056,-0.3938078553,0.1398001461,1.976816316,-1.485516811,5.792961279,-6.998886382,-9.241715517,7.347823965,-6.738098753,7.714707989,-1.991742207,-0.4130723166,-1.999885491
5.42,0.7375540544,-1.016884132,-1.594565187,2.830391092,0.3351369405,1.245391188,1.408937427,-4.459381741,-4.901521709,-0.950761804,0.5811970966,-3.636595032,-3.254800773,-3.73479516,0.2434494052,6.46954384,1.684225515,-0.3967154922,0.1461479281,2.122039771,-1.597441834,5.858717663,-7.000786493,-9.585837486,6.982013181,-6.417987902,7.49221275,-2.527942945,-0.8648643291,-2.451098192
5.43,0.763093605,-0.581550231,-0.6721943314,2.863363494,0.3814666039,1.964714502,1.368922121,-4.296141111,-4.851762564,-0.07632802911,0.402706589,-2.754598639,-2.534639612,-3.601683995,-0.01360271807,6.462119557,1.73110508,-0.3964736448,0.1515070871,2.252765262,-1.698439796,5.889302734,-6.960659172,-9.872428173,6.578899654,-6.063597096,7.229688928,-3.051987106,-1.312460067,-2.890421711
5.44,0.755389948,-0.1213624258,0.2791536414,2.829873753,0.4190689947,2.636747814,1.307681562,-4.066714899,-4.727977549,0.7990117016,0.2194799677,-1.840444414,-1.790579937,-3.435322289,-0.2705247575,6.40332411,1.764223081,-0.3930842331,0.155841371,2.368099659,-1.787819834,5.884532881,-6.878745314,-10.09976755,6.140637094,-5.676819218,6.928539108,-3.561354622,-1.753687819,-3.315725083
5.45,0.7147786835,0.3440120855,1.218467791,2.730699208,0.4470838375,3.245315515,1.22616529,-3.774637605,-4.532055317,1.664867769,0.03367210719,-0.9048044086,-1.02963731,-3.237245882,-0.5248597476,6.293624899,1.783316241,-0.3865741653,0.1591214602,2.467254989,-1.864970559,5.844436739,-6.755536666,-10.26649119,5.669567003,-5.259720137,6.590372238,-4.053596008,-2.186406773,-3.724945353
5.46,0.6430289899,0.7946844388,2.105255934,2.568141819,0.464870203,3.77576959,1.125637221,-3.424408921,-4.266985156,2.51096312,-0.1525317611,0.04139849593,-0.2589864783,-3.009283405,-0.7741754629,6.133893987,1.788232779,-0.3769951243,0.1613251666,2.549553812,-1.929364233,5.769255015,-6.591772882,-10.37159847,5.168206163,-4.814527677,6.216995042,-4.526344131,-2.6085174,-4.116097575
5.47,0.5432665517,1.211394101,2.901290192,2.345974742,0.4720211709,4.215342192,1.007656052,-3.021424405,-3.936811378,3.327255242,-0.3369417482,0.9871181047,0.5141062751,-2.753539394,-1.016087678,5.925401168,1.778933609,-0.3644231569,0.162437583,2.614433857,-1.980560379,5.659439044,-6.388437073,-10.41445857,4.639233192,-4.343619713,5.810402357,-4.977325604,-3.017971641,-4.487284446
5.48,0.4198373935,1.576332013,3.572254925,2.069354743,0.46837314,4.55345296,0.8740510907,-2.571892366,-3.546571618,4.104055369,-0.5173890626,1.921313865,1.282351643,-2.472374864,-1.248282967,5.669803874,1.755492658,-0.3489580708,0.1624511846,2.661451857,-2.018208799,5.515648077,-6.146749917,-10.39481425,4.085474227,-3.849511472,5.372766485,-5.404371708,-3.412782848,-4.836705502
5.49,0.2781185503,1.873901705,4.089226022,1.744702509,0.4540095706,4.781963684,0.7268938935,-2.082738213,-3.102219966,4.832143472,-0.6917515165,2.833079755,2.038506023,-2.168385509,-1.468540828,5.369133996,1.718096269,-0.3307226419,0.1613658792,2.690286581,-2.042051965,5.338745328,-5.868162318,-10.31278342,3.509887833,-3.334842103,4.906425577,-5.80542883,-3.791035417,-5.162665859
5.5,0.1242838243,2.09138584,4.429917768,1.379553612,0.4292590754,4.89537419,0.568466145,-1.561497768,-2.610536128,5.502877696,-0.8579784844,3.711771607,2.775439815,-1.844377743,-1.674754919,5.025781736,1.66704173,-0.3098616392,0.1591890085,2.700741028,-2.051926779,5.129792785,-5.554346707,-10.1688584,2.915549191,-2.802360571,4.41387115,-6.178568335,-4.150894087,-5.463584427
5.51,-0.03496516926,2.219489728,4.57964354,0.9823836006,0.3946879015,4.890954726,0.4012242809,-1.016201169,-2.079021979,6.108296937,-1.01411502,4.547131365,3.486204645,-1.503342785,-1.864953198,4.642476601,1.602734902,-0.2865406762,0.1559352979,2.692743771,-2.047765697,4.890044843,-5.207186996,-9.963902984,2.305633668,-2.254910984,3.89773477,-6.521995838,-4.490612845,-5.738001587
5.52,-0.1926909495,2.252738552,4.531948922,0.5624112737,0.3510869754,4.768811667,0.2277614004,-0.4552491557,-1.515787109,6.641215326,-1.158324847,5.329406843,4.164098883,-1.148429053,-2.037316783,4.222265707,1.525686998,-0.2609448957,0.1516267575,2.666349449,-2.029597179,4.620940767,-4.828767269,-9.699147249,1.683399856,-1.695417398,3.360773995,-6.834059838,-4.808543391,-5.984586261
5.53,-0.3420223922,2.189711344,4.288889945,0.1293846985,0.2994538082,4.531884954,0.05076706011,0.1127163444,-0.9294250854,7.095307527,-1.288911956,6.049465573,4.802730824,-0.7829130886,-2.190197349,3.768489557,1.436510517,-0.2332774999,0.1462925323,2.62173839,-1.997545507,4.324096054,-4.421359272,-9.376180182,1.052172157,-1.126868195,2.80585764,-7.113259656,-5.103143146,-6.202142379
5.54,-0.4764540621,2.03310172,3.860944456,-0.3066450527,0.2409696743,4.185877332,-0.1270144277,0.6789453567,-0.3288823386,7.46518381,-1.404340552,6.698901421,5.396078961,-0.4101693151,-2.322132887,3.284755482,1.335914374,-0.2037581376,0.1399687059,2.55921538,-1.951829923,4.001292736,-3.987408775,-8.996940131,0.415323026,-0.5523001291,2.235950454,-7.358252652,-5.372982726,-6.389614672
5.55,-0.5901296135,1.789602757,3.266560433,-0.7355571999,0.1769725858,3.739117085,-0.3028265461,1.234714658,0.2766783374,7.746454023,-1.503253111,7.270132719,5.938548754,-0.03363888173,-2.431861686,2.774908966,1.224698268,-0.1726211601,0.1326980562,2.479207584,-1.89276314,3.654468681,-3.529520888,-8.563703181,-0.2237450475,0.0252178993,1.654097273,-7.567860685,-5.616752886,-6.546093796
5.56,-0.6780969149,1.46962095,2.531360727,-1.147396172,0.1089266816,3.202357578,-0.4739433133,1.771462167,0.8780175878,7.935779702,-1.584486353,7.75649078,6.425025385,0.3432021039,-2.518334402,2.243003078,1.10374632,-0.1401137605,0.1245297657,2.38226162,-1.820749194,3.285705956,-3.050444426,-8.079069487,-0.8616177202,0.602601233,1.063406761,-7.741075775,-5.833270864,-6.670820741
5.57,-0.7365237819,1.086831467,1.687038506,-1.532602686,0.03838873004,2.588518428,-0.6377115493,2.280918846,1.465960466,8.030913697,-1.647084917,8.152297744,6.850921982,0.7168746672,-2.58072409,1.693266248,0.974020047,-0.1064940119,0.1155190891,2.269039833,-1.736280686,2.897218336,-2.5530554,-7.545947675,-1.494887035,1.176765934,0.4670347936,-7.877064951,-6.021486128,-6.763190512
5.58,-0.762864922,0.6575937092,0.7699910179,-1.882235631,-0.03302748692,1.912374531,-0.7915920139,2.755236099,2.031536422,8.030726837,-1.6903126,8.452932869,7.212222868,1.083929084,-2.618434111,1.130068656,0.83655072,-0.07202881808,0.1057269794,2.140315763,-1.63993541,2.491338007,-2.040339759,-6.967537378,-2.120169629,1.744645257,-0.1318323963,-7.975174257,-6.180485468,-6.822755064
5.59,-0.7559728169,0.200252152,-0.1802494306,-2.188179602,-0.1036880941,1.190200438,-0.9331987775,3.187106677,2.566116168,7.935221341,-1.713661015,8.65488647,7.505521422,1.440976729,-2.631103842,0.5578874872,0.6924311627,-0.03699179475,0.09521967577,1.996968866,-1.532372402,2.070501566,-1.515375459,-6.347310041,-2.734124811,2.303206027,-0.7299952464,-8.034931897,-6.309497426,-6.849225477
5.6,-0.7161477123,-0.2656476475,-1.122719643,-2.443333269,-0.1719765035,0.4393786303,-1.060336215,3.56987726,3.061543342,7.745530787,-1.716855566,8.755800893,7.728052203,1.784721359,-2.618612122,-0.01872865468,0.5428070656,-0.001661097287,0.08406825516,1.839978499,-1.41432743,1.637235399,-0.9813139908,-5.688988078,-3.333472406,2.849464841,-1.324257957,-8.056050503,-6.407896045,-6.842473354
5.61,-0.6451245386,-0.7201943758,-2.016791383,-2.641774205,-0.2363303985,-0.3220188693,-1.17103305,3.897650953,3.510258955,7.463906657,-1.699858684,8.754498038,7.87771702,2.111989543,-2.581078409,-0.5951959116,0.388867878,0.03368278746,0.0723481518,1.670417236,-1.286607963,1.194140507,-0.4413614546,-4.996522538,-3.915010287,3.380504006,-1.911445565,-8.038428519,-6.475203899,-6.802531446
5.62,-0.5459973304,-1.143961919,-2.823922789,-2.778896355,-0.2952774773,-1.075665486,-1.263572919,4.165378133,3.905416717,7.093691617,-1.662870265,8.650993116,7.95310472,2.419759959,-2.518861642,-1.166931608,0.2318373525,0.06875926795,0.06013864674,1.489443533,-1.150087647,0.7438768988,0.1012406822,-4.274069389,-4.475631474,3.893487118,-2.488420909,-7.982150687,-6.511094415,-6.729593495
5.63,-0.4230844393,-1.518839585,-3.509319843,-2.851516948,-0.3474691364,-1.803421205,-1.336520982,4.368934243,4.240987501,6.639279839,-1.606325317,8.446494468,7.953504489,2.705191288,-2.432556805,-1.729390684,0.07296381638,0.1032898755,0.04752233164,1.298293819,-1.005700329,0.2891476153,0.6432350466,-3.525964575,-5.012340742,4.385674217,-3.052101388,-7.887487641,-6.515393453,-6.624013289
5.64,-0.2817404097,-1.828806101,-4.043436283,-2.857950371,-0.391711324,-2.487769197,-1.388746175,4.505183334,4.511851328,6.106064844,-1.530888851,8.143389458,7.878912559,2.965648445,-2.322989236,-2.278101823,-0.0864897517,0.1370004752,0.03458454999,1.098274047,-0.854433669,-0.167317492,1.181367914,-2.756697993,-5.522270619,4.854436417,-3.599475429,-7.754894602,-6.488080154,-6.486302951
5.65,-0.1281227156,-2.060614328,-4.403247286,-2.798047296,-0.4269918581,-3.112237441,-1.419438741,4.572026378,4.713875489,5.500375492,-1.437448051,7.745216607,7.73003224,3.198726904,-2.19120674,-2.808703,-0.2452557622,0.169623442,0.02141281991,0.8907507677,-0.6973223831,-0.6227781514,1.712408741,-1.970886547,-6.002696706,5.297269951,-4.127618583,-7.585009197,-6.429287042,-6.317130453
5.66,0.03107648253,-2.2043574,-4.573242032,-2.673198148,-0.4525035835,-3.661795203,-1.42812279,4.568433601,4.843977595,4.829400855,-1.327101847,7.256624277,7.508267287,3.402274897,-2.038469563,-3.316976156,-0.4020720914,0.2008997853,0.008096242034,0.6771418002,-0.535441168,-1.074500121,2.233169559,-1.17324644,-6.451052235,5.711809543,-4.633709144,-7.378648383,-6.339299378,-6.117316374
5.67,0.188921873,-2.253892123,-4.546092347,-2.486300826,-0.4676628373,-4.123214816,-1.414663674,4.494460354,4.900172611,4.101104892,-1.20114799,6.68331641,7.215708671,3.574413282,-1.866238342,-3.79888073,-0.5556921147,0.2305812055,-0.005275103166,0.4589065397,-0.3698973478,-1.519771605,2.740524116,-0.3685648649,-6.864941781,6.095841041,-5.115043225,-7.136804525,-6.218553776,-5.887829924
5.68,0.3385371211,-2.207101513,-4.322968605,-2.241693443,-0.4721228032,-4.485390069,-1.379270078,4.351246255,4.88160314,3.324131926,-1.061067784,6.031985937,6.855114857,3.713552886,-1.676160137,-4.250585783,-0.7048946167,0.2584320648,-0.01861076474,0.2375359888,-0.2018233002,-1.955919528,3.231426636,0.4383287249,-7.24215406,6.447313245,-5.569049207,-6.860640622,-6.067636088,-5.629784238
5.69,0.4734044277,-2.065985278,-3.91348928,-1.945053635,-0.465781445,-4.739603528,-1.322490783,4.140997636,4.788552505,2.507704034,-0.9085086724,5.310236643,6.429885797,3.818409181,-1.470052683,-4.668500446,-0.8484934996,0.2842312579,-0.03182053312,0.01454257087,-0.03236871062,-2.380325588,3.702930113,1.242591599,-7.580673742,6.76434886,-5.993301476,-6.551484713,-5.887278559,-5.344430982
5.7,0.5876484694,-1.836574349,-3.335306305,-1.603266771,-0.4487838416,-4.879736364,-1.245206157,3.866953548,4.62244043,1.661511599,-0.7452648577,4.526494398,5.944030875,3.888014139,-1.249887,-5.049302471,-0.985347212,0.3077739678,-0.04481505035,-0.2085502032,0.1373072923,-2.790441972,4.152203995,2.039396816,-7.878692221,7.045254525,-6.385533383,-6.210823491,-5.678356273,-5.033154277
5.71,0.6762923488,-1.528673135,-2.613344133,-1.224266139,-0.4215188679,-4.902415627,-1.148614504,3.533335866,4.385801372,0.7955982804,-0.5732562023,3.689908794,5.402131103,3.921725171,-1.01776855,-5.389964642,-1.114367824,0.3288732912,-0.05750641456,-0.4302181437,0.3060440653,-3.183806651,4.576551182,2.823962193,-8.134617277,7.28852986,-6.743649353,-5.840295157,-5.441882909,-4.697463987
5.72,0.7354744076,-1.155440512,-1.778725286,-0.8168488044,-0.3846102975,-4.807095435,-1.034213486,3.145284244,4.082245858,-0.07975818599,-0.3945056494,2.810246328,4.809295923,3.919231059,-0.7759170995,-5.687778835,-1.234529675,0.3473617226,-0.06980877453,-0.6489467955,0.4726873897,-3.55805816,4.973424215,3.591579008,-8.347081581,7.492875473,-7.065736085,-5.441681537,-5.179005824,-4.338988396
5.73,0.7626164542,-0.7328274475,-0.8674287156,-0.3904714171,-0.3389025324,-4.596070112,-0.9037769001,2.708776936,3.716405391,-0.9541679832,-0.2111154316,1.897776386,4.171115037,3.880554828,-0.5266454934,-5.940377551,-1.344877528,0.3630924844,-0.08163891053,-0.863241785,0.6360973668,-3.910949778,5.340440566,4.337640257,-8.514950001,7.657199909,-7.350072766,-5.016899517,-4.891000484,-3.959466308
5.74,0.7565360796,-0.2788952941,0.081261183,0.04496928569,-0.2854412844,-4.274418966,-0.7593271774,2.230538696,3.29386179,-1.81725253,-0.02524234741,0.9631513563,3.493605701,3.806053535,-0.2723375352,-6.145752735,-1.444534164,0.3759406916,-0.09291679716,-1.07163903,0.7951562153,-4.240363008,5.675396948,5.057668309,-8.637325668,7.780625471,-7.595140275,-4.567991823,-4.579264274,-3.560738617
5.75,0.7174981679,0.1869560994,1.026448055,0.4793661968,-0.2254496512,-3.849884027,-0.6031040226,1.717937175,2.821062023,-2.658767668,0.1609276046,0.01728227141,2.783155989,3.696414972,-0.01542519196,-6.302271741,-1.532707355,0.3858043435,-0.1035661447,-1.272714741,0.9487759168,-4.544320302,5.976282535,5.747341772,-8.713554767,7.862492917,-7.799629291,-4.097117198,-4.245309722,-3.144739371
5.76,0.647203356,0.6448174884,1.927386554,0.9026364366,-0.1603001337,-3.332683707,-0.437529689,1.178869422,2.305219843,-3.46872525,0.3452049344,-0.9287885707,2.046464562,3.552651316,0.2416346636,-6.408690307,-1.608696159,0.3926051337,-0.1135149154,-1.465095152,1.095905659,-4.820996932,6.241291038,6.402521438,-8.743230029,7.902364972,-7.962447292,-3.606540024,-3.890757156,-2.713486399
5.77,0.5487139487,1.0751211,2.745238803,1.304955389,-0.09148323639,-2.735266838,-0.2651714206,0.6216402181,1.754205723,-4.237511695,0.5254224106,-1.864016517,1.290477508,3.376089784,0.496383748,-6.46416245,-1.671896497,0.3962890713,-0.1226958103,-1.647465903,1.235539022,-5.068731939,6.468831545,7.019275116,-8.726192909,7.900028671,-8.082724392,-3.098619426,-3.517326848,-2.269071515
5.78,0.4263205123,1.459476906,3.44474863,1.676984743,-0.02057336646,-2.072013039,-0.08870164695,0.05483413585,1.176426772,-4.95600209,0.6994605485,-2.777483496,0.5223228489,3.168360383,0.7463858759,-6.46824719,-1.721805954,0.3968269099,-0.1310467249,-1.818581019,1.366720867,-5.28603811,6.657538076,7.593901238,-8.66253443,7.855496493,-8.159817987,-2.575797936,-3.126830661,-1.813650379
5.79,0.2853549622,1.781458565,3.995761394,2.010089245,0.05080718525,-1.3588866,0.08914345327,-0.5128167112,0.5806984644,-5.6156685,0.8652725366,-3.65852548,-0.2507566678,2.931380859,0.9892502573,-6.420912054,-1.758027769,0.3942143797,-0.1385111693,-1.977271428,1.488553861,-5.471610902,6.80627778,8.122951074,-8.5525947,7.769006294,-8.193316191,-2.04058974,-2.72116326,-1.349432033
